gene,sample,group,log_expr
GENE_0173,3476,treatment,7.366091970162454
GENE_0173,3477,treatment,8.798885558764049
GENE_0173,3478,treatment,7.658983643838927
GENE_0173,3479,treatment,7.708760833917331
GENE_0174,3480,control,7.21709398681357
GENE_0174,3481,control,7.126496625175775
GENE_0174,3482,control,7.773458689149392
GENE_0174,3483,control,7.310878229109554
GENE_0174,3484,control,7.3936592103007825
GENE_0174,3485,control,7.3715643647983216
GENE_0174,3486,control,8.088517546788133
GENE_0174,3487,control,7.673550299406728
GENE_0174,3488,control,7.703004846837555
GENE_0174,3489,control,8.12953967269906
GENE_0174,3490,treatment,7.723097644651057
GENE_0174,3491,treatment,7.6481798565277295
GENE_0174,3492,treatment,8.05996712474277
GENE_0174,3493,treatment,8.168728243135872
GENE_0174,3494,treatment,7.720329004449442
GENE_0174,3495,treatment,7.845553705770461
GENE_0174,3496,treatment,7.371234802825844
GENE_0174,3497,treatment,7.3278437554386855
GENE_0174,3498,treatment,8.22425055526092
GENE_0174,3499,treatment,8.045937563578716
GENE_0175,3500,control,8.700828017898928
GENE_0175,3501,control,8.571769927798115
GENE_0175,3502,control,8.929384666052414
GENE_0175,3503,control,9.060667944662422
GENE_0175,3504,control,9.047533528954748
GENE_0175,3505,control,8.490930272329598
GENE_0175,3506,control,9.309204127549751
GENE_0175,3507,control,8.672011501052667
GENE_0175,3508,control,8.894165032011081
GENE_0175,3509,control,8.701506466059074
GENE_0175,3510,treatment,8.682211815216187
GENE_0175,3511,treatment,8.141694531462216
GENE_0175,3512,treatment,8.932101087189546
GENE_0175,3513,treatment,10.111270043299093
GENE_0175,3514,treatment,8.340220834965345
GENE_0175,3515,treatment,8.585405219583613
GENE_0175,3516,treatment,8.300945230708896
GENE_0175,3517,treatment,8.277947180240828
GENE_0175,3518,treatment,9.395805339065161
GENE_0175,3519,treatment,8.176224066349786
GENE_0176,3520,control,6.55798237890815
GENE_0176,3521,control,7.01441698346213
GENE_0176,3522,control,6.491483490836025
GENE_0176,3523,control,7.778596016526928
GENE_0176,3524,control,8.970936903970887
GENE_0176,3525,control,7.229430095452579
GENE_0176,3526,control,6.514386568815736
GENE_0176,3527,control,7.9261032473967195
GENE_0176,3528,control,7.03129470454878
GENE_0176,3529,control,8.145744243764813
GENE_0176,3530,treatment,7.275987455675897
GENE_0176,3531,treatment,7.083604802964837
GENE_0176,3532,treatment,7.333226776300239
GENE_0176,3533,treatment,7.847880650475269
GENE_0176,3534,treatment,7.306022085044756
GENE_0176,3535,treatment,7.157904845423828
GENE_0176,3536,treatment,7.321746050321987
GENE_0176,3537,treatment,6.73158308048488
GENE_0176,3538,treatment,7.649470813222056
GENE_0176,3539,treatment,6.448403805345666
GENE_0177,3540,control,7.88471611961829
GENE_0177,3541,control,7.633730810374376
GENE_0177,3542,control,7.791730569903897
GENE_0177,3543,control,7.4312791347660365
GENE_0177,3544,control,8.110414654303415
GENE_0177,3545,control,7.9756388129847675
GENE_0177,3546,control,7.712431807097603
GENE_0177,3547,control,7.9772044322838305
GENE_0177,3548,control,7.879787209683349
GENE_0177,3549,control,7.225349322420592
GENE_0177,3550,treatment,6.727909853331148
GENE_0177,3551,treatment,7.698253423974825
GENE_0177,3552,treatment,7.7674033317186675
GENE_0177,3553,treatment,8.066813849887593
GENE_0177,3554,treatment,6.95207755348647
GENE_0177,3555,treatment,6.968517172158942
GENE_0177,3556,treatment,7.719999401230655
GENE_0177,3557,treatment,7.427912410892184
GENE_0177,3558,treatment,6.429885368947261
GENE_0177,3559,treatment,7.673363744826187
GENE_0178,3560,control,5.257201398482898
GENE_0178,3561,control,6.520517257086314
GENE_0178,3562,control,6.780775961807168
GENE_0178,3563,control,5.108481499353676
GENE_0178,3564,control,5.5959271564362725
GENE_0178,3565,control,5.800534889706543
GENE_0178,3566,control,6.756767312183117
GENE_0178,3567,control,5.5060145807098335
GENE_0178,3568,control,5.514806289344952
GENE_0178,3569,control,6.628891559167829
GENE_0178,3570,treatment,5.570958468018213
GENE_0178,3571,treatment,6.174303441944806
GENE_0178,3572,treatment,4.964663871201419
GENE_0178,3573,treatment,5.6829144927624755
GENE_0178,3574,treatment,4.864314240933732
GENE_0178,3575,treatment,5.1966039224876175
GENE_0178,3576,treatment,6.238653247346999
GENE_0178,3577,treatment,5.749644536915563
GENE_0178,3578,treatment,5.601584344709119
GENE_0178,3579,treatment,5.36528020882375
GENE_0179,3580,control,7.900824954015842
GENE_0179,3581,control,8.27581662566443
GENE_0179,3582,control,6.29138203585722
GENE_0179,3583,control,7.277744066265916
GENE_0179,3584,control,7.822715645314414
GENE_0179,3585,control,7.680837998331204
GENE_0179,3586,control,7.95706964550016
GENE_0179,3587,control,7.882359869480066
GENE_0179,3588,control,7.567535387464087
GENE_0179,3589,control,7.445443454317513
GENE_0179,3590,treatment,7.600186892755936
GENE_0179,3591,treatment,8.367021004512969
GENE_0179,3592,treatment,7.332608349012318
GENE_0179,3593,treatment,7.700669014381286
GENE_0179,3594,treatment,7.836050929809592
GENE_0179,3595,treatment,8.593405723541412
GENE_0179,3596,treatment,7.570043170080488
GENE_0179,3597,treatment,8.262556372916489
GENE_0179,3598,treatment,8.412801383906224
GENE_0179,3599,treatment,7.700147866365604
GENE_0180,3600,control,7.566157705481366
GENE_0180,3601,control,7.606434501274465
GENE_0180,3602,control,8.216969148425143
GENE_0180,3603,control,7.8741927125984175
GENE_0180,3604,control,7.876546565151313
GENE_0180,3605,control,7.128264294398975
GENE_0180,3606,control,7.2150176825515056
GENE_0180,3607,control,8.926032978735224
GENE_0180,3608,control,7.649333076199105
GENE_0180,3609,control,7.321012627539787
GENE_0180,3610,treatment,8.534241766181998
GENE_0180,3611,treatment,7.902131926883839
GENE_0180,3612,treatment,8.065122429383372
GENE_0180,3613,treatment,7.671211333703042
GENE_0180,3614,treatment,7.571867025290643
GENE_0180,3615,treatment,7.653864720234375
GENE_0180,3616,treatment,6.98663123144364
GENE_0180,3617,treatment,7.698777149926941
GENE_0180,3618,treatment,7.909955417481324
GENE_0180,3619,treatment,8.76489200372195
GENE_0181,3620,control,6.819401504790591
GENE_0181,3621,control,8.051506889974718
GENE_0181,3622,control,9.609926151215827
GENE_0181,3623,control,8.57970030724803
GENE_0181,3624,control,7.657209958911535
GENE_0181,3625,control,8.428307460943065
GENE_0181,3626,control,7.695091494316902
GENE_0181,3627,control,7.358604742255487
GENE_0181,3628,control,7.911595728227519
GENE_0181,3629,control,8.153538419587633
GENE_0181,3630,treatment,7.073513351667891
GENE_0181,3631,treatment,7.471161268210009
GENE_0181,3632,treatment,8.108883437756553
GENE_0181,3633,treatment,7.878703631212334
GENE_0181,3634,treatment,8.320345077136608
GENE_0181,3635,treatment,7.435131297986549
GENE_0181,3636,treatment,8.495961439710575
GENE_0181,3637,treatment,7.452131374623152
GENE_0181,3638,treatment,9.006702744071955
GENE_0181,3639,treatment,7.1595318215981845
GENE_0182,3640,control,6.918488817207411
GENE_0182,3641,control,7.604263163863607
GENE_0182,3642,control,6.862208545403799
GENE_0182,3643,control,6.99850673164022
GENE_0182,3644,control,6.698580171460088
GENE_0182,3645,control,6.124415725776549
GENE_0182,3646,control,6.419358784008247
GENE_0182,3647,control,6.022384529550203
GENE_0182,3648,control,5.985644393262626
GENE_0182,3649,control,6.909896781165766
GENE_0182,3650,treatment,6.071186985391527
GENE_0182,3651,treatment,6.864689579237754
GENE_0182,3652,treatment,5.972932361818302
GENE_0182,3653,treatment,6.85194553660412
GENE_0182,3654,treatment,6.420159462610275
GENE_0182,3655,treatment,7.46257341904776
GENE_0182,3656,treatment,6.866980268108391
GENE_0182,3657,treatment,7.368615466686683
GENE_0182,3658,treatment,6.27332918150605
GENE_0182,3659,treatment,6.719813712674197
GENE_0183,3660,control,6.595212526751036
GENE_0183,3661,control,6.67853808775092
GENE_0183,3662,control,6.423473388882539
GENE_0183,3663,control,6.154168837895334
GENE_0183,3664,control,6.045260882251507
GENE_0183,3665,control,5.5358339466213975
GENE_0183,3666,control,6.241704855333564
GENE_0183,3667,control,7.167817053429981
GENE_0183,3668,control,5.94352121765316
GENE_0183,3669,control,6.070227844821148
GENE_0183,3670,treatment,7.807689624438569
GENE_0183,3671,treatment,6.472622582843926
GENE_0183,3672,treatment,6.999270715301126
GENE_0183,3673,treatment,7.175969840835738
GENE_0183,3674,treatment,7.18708478164017
GENE_0183,3675,treatment,5.985422583426033
GENE_0183,3676,treatment,6.695612586315747
GENE_0183,3677,treatment,5.932670412025351
GENE_0183,3678,treatment,8.168170232661144
GENE_0183,3679,treatment,5.945514015051886
GENE_0184,3680,control,6.170261267193388
GENE_0184,3681,control,5.9194284751586315
GENE_0184,3682,control,7.486518387722316
GENE_0184,3683,control,8.074938082952139
GENE_0184,3684,control,6.4809297217342765
GENE_0184,3685,control,6.016359006591791
GENE_0184,3686,control,5.512282713056904
GENE_0184,3687,control,6.60833194216906
GENE_0184,3688,control,6.568590754617422
GENE_0184,3689,control,6.384378867858136
GENE_0184,3690,treatment,6.864348127043142
GENE_0184,3691,treatment,6.959936965904734
GENE_0184,3692,treatment,6.920287529222062
GENE_0184,3693,treatment,6.568723057773548
GENE_0184,3694,treatment,6.136699731090372
GENE_0184,3695,treatment,7.108799941149909
GENE_0184,3696,treatment,6.749474305038058
GENE_0184,3697,treatment,7.2311883760152735
GENE_0184,3698,treatment,7.177133289565943
GENE_0184,3699,treatment,5.960622599380303
GENE_0185,3700,control,5.863385955743585
GENE_0185,3701,control,5.6979873764910085
GENE_0185,3702,control,6.694321827837731
GENE_0185,3703,control,6.472153672844231
GENE_0185,3704,control,6.883484547632797
GENE_0185,3705,control,6.497001100626881
GENE_0185,3706,control,6.3936906210812285
GENE_0185,3707,control,6.93878473024017
GENE_0185,3708,control,6.537283387905153
GENE_0185,3709,control,6.316388880941621
GENE_0185,3710,treatment,7.0931825197127525
GENE_0185,3711,treatment,6.342282836784911
GENE_0185,3712,treatment,6.111546018346019
GENE_0185,3713,treatment,5.818130558723168
GENE_0185,3714,treatment,6.665597353525852
GENE_0185,3715,treatment,6.959311149064233
GENE_0185,3716,treatment,6.251110280262489
GENE_0185,3717,treatment,6.998286944129787
GENE_0185,3718,treatment,5.1954250834665086
GENE_0185,3719,treatment,6.248433994906523
GENE_0186,3720,control,7.552039200650636
GENE_0186,3721,control,9.263009676364707
GENE_0186,3722,control,7.915480157495859
GENE_0186,3723,control,7.727634181092239
GENE_0186,3724,control,7.966165267863105
GENE_0186,3725,control,6.850338549285471
GENE_0186,3726,control,7.5339587465349735
GENE_0186,3727,control,8.49266808866965
GENE_0186,3728,control,7.605966160261651
GENE_0186,3729,control,7.4960047659345275
GENE_0186,3730,treatment,8.672125205557597
GENE_0186,3731,treatment,8.689026025998183
GENE_0186,3732,treatment,8.236230865163305
GENE_0186,3733,treatment,7.70157157175341
GENE_0186,3734,treatment,7.820177019660699
GENE_0186,3735,treatment,7.50960362660845
GENE_0186,3736,treatment,7.404760890008922
GENE_0186,3737,treatment,7.377457036905039
GENE_0186,3738,treatment,7.611956181742813
GENE_0186,3739,treatment,7.382789560598067
GENE_0187,3740,control,6.244225326112869
GENE_0187,3741,control,6.252581427239612
GENE_0187,3742,control,7.058989874883795
GENE_0187,3743,control,5.755967755153135
GENE_0187,3744,control,6.28640918204102
GENE_0187,3745,control,6.295545776349362
GENE_0187,3746,control,5.983943199129178
GENE_0187,3747,control,6.532937331560543
GENE_0187,3748,control,6.549929910516114
GENE_0187,3749,control,6.303629960106868
GENE_0187,3750,treatment,5.9829520199719335
GENE_0187,3751,treatment,5.926912298043227
GENE_0187,3752,treatment,5.371289213409838
GENE_0187,3753,treatment,5.680299079508491
GENE_0187,3754,treatment,5.781449719602293
GENE_0187,3755,treatment,5.505369388412032
GENE_0187,3756,treatment,6.365512039426436
GENE_0187,3757,treatment,6.781699185691076
GENE_0187,3758,treatment,5.624119519967189
GENE_0187,3759,treatment,6.279446647407772
GENE_0188,3760,control,6.591359438547809
GENE_0188,3761,control,6.379385364016572
GENE_0188,3762,control,7.090109239297891
GENE_0188,3763,control,6.38573313695115
GENE_0188,3764,control,7.315479860103004
GENE_0188,3765,control,6.623920207050139
GENE_0188,3766,control,6.401784592287191
GENE_0188,3767,control,6.069748738274509
GENE_0188,3768,control,6.898329113226791
GENE_0188,3769,control,7.251436753788747
GENE_0188,3770,treatment,8.259393323659628
GENE_0188,3771,treatment,9.340424049092281
GENE_0188,3772,treatment,8.895449731423078
GENE_0188,3773,treatment,7.939926361969989
GENE_0188,3774,treatment,7.93415154397046
GENE_0188,3775,treatment,8.367399828281291
GENE_0188,3776,treatment,7.648156083330221
GENE_0188,3777,treatment,8.750525201157215
GENE_0188,3778,treatment,8.307946919578319
GENE_0188,3779,treatment,8.25011903353654
GENE_0189,3780,control,9.771900837177963
GENE_0189,3781,control,8.918369845028108
GENE_0189,3782,control,8.762172197345718
GENE_0189,3783,control,9.654140194152399
GENE_0189,3784,control,9.356497130120104
GENE_0189,3785,control,8.647805489113933
GENE_0189,3786,control,8.827196948087442
GENE_0189,3787,control,8.93180390509132
GENE_0189,3788,control,9.023341520857722
GENE_0189,3789,control,8.078214483308468
GENE_0189,3790,treatment,7.975977867034122
GENE_0189,3791,treatment,8.336279889223631
GENE_0189,3792,treatment,8.293738257668743
GENE_0189,3793,treatment,8.470241193640105
GENE_0189,3794,treatment,9.173435254474482
GENE_0189,3795,treatment,8.731433365346374
GENE_0189,3796,treatment,8.932361434080583
GENE_0189,3797,treatment,8.150977525801736
GENE_0189,3798,treatment,8.57044118971846
GENE_0189,3799,treatment,9.147336115284643
GENE_0190,3800,control,8.315427344308812
GENE_0190,3801,control,8.802857262320916
GENE_0190,3802,control,9.923309269227445
GENE_0190,3803,control,8.704264088721562
GENE_0190,3804,control,8.332690129433818
GENE_0190,3805,control,8.618373635662975
GENE_0190,3806,control,8.76464035895192
GENE_0190,3807,control,8.63080034043236
GENE_0190,3808,control,8.696697864440086
GENE_0190,3809,control,7.9200472114969
GENE_0190,3810,treatment,9.53449618851489
GENE_0190,3811,treatment,9.981808569422839
GENE_0190,3812,treatment,9.973045566299822
GENE_0190,3813,treatment,9.752538848639162
GENE_0190,3814,treatment,9.966585477470122
GENE_0190,3815,treatment,10.097501120289975
GENE_0190,3816,treatment,10.55312035090065
GENE_0190,3817,treatment,10.009376495437834
GENE_0190,3818,treatment,10.2834497127262
GENE_0190,3819,treatment,9.766062784023505
GENE_0191,3820,control,8.893166532004976
GENE_0191,3821,control,9.16271422006708
GENE_0191,3822,control,9.078918122662648
GENE_0191,3823,control,9.01031946090281
GENE_0191,3824,control,8.6323852935564
GENE_0191,3825,control,8.821231443192637
GENE_0191,3826,control,9.271444778966519
GENE_0191,3827,control,8.327873855146642
GENE_0191,3828,control,8.340890590034903
GENE_0191,3829,control,8.786302137190878
GENE_0191,3830,treatment,8.914918697964179
GENE_0191,3831,treatment,8.233256293722976
GENE_0191,3832,treatment,8.64539545844086
GENE_0191,3833,treatment,8.634815542492348
GENE_0191,3834,treatment,7.46811080473627
GENE_0191,3835,treatment,8.565738174225862
GENE_0191,3836,treatment,8.599990060251523
GENE_0191,3837,treatment,8.598353749765518
GENE_0191,3838,treatment,9.465267719335676
GENE_0191,3839,treatment,8.017825804138297
GENE_0192,3840,control,5.573745225478831
GENE_0192,3841,control,6.745948748158687
GENE_0192,3842,control,6.7928489597851645
GENE_0192,3843,control,6.729965467570624
GENE_0192,3844,control,7.619675451270533
GENE_0192,3845,control,7.4837925518397945
GENE_0192,3846,control,7.053274112901482
GENE_0192,3847,control,6.806615735107541
GENE_0192,3848,control,7.57485723201324
GENE_0192,3849,control,6.999586091644747
GENE_0192,3850,treatment,7.910404393149313
GENE_0192,3851,treatment,7.4165161419379615
GENE_0192,3852,treatment,8.11772994291184
GENE_0192,3853,treatment,8.7755069039994
GENE_0192,3854,treatment,9.612549193803163
GENE_0192,3855,treatment,8.394338604958676
GENE_0192,3856,treatment,7.939507381238297
GENE_0192,3857,treatment,7.708722049998147
GENE_0192,3858,treatment,8.664028107522544
GENE_0192,3859,treatment,7.389914085743117
GENE_0193,3860,control,9.110155505130468
GENE_0193,3861,control,8.900367820963941
GENE_0193,3862,control,8.53960020211966
GENE_0193,3863,control,8.971131481136615
GENE_0193,3864,control,8.75443022580643
GENE_0193,3865,control,8.23244600866254
GENE_0193,3866,control,9.67814089899213
GENE_0193,3867,control,8.466990462900082
GENE_0193,3868,control,9.087077886933317
GENE_0193,3869,control,7.330176266203223
GENE_0193,3870,treatment,9.362473107215378
GENE_0193,3871,treatment,9.468234181245887
GENE_0193,3872,treatment,8.676822704605517
GENE_0193,3873,treatment,8.967738190791634
GENE_0193,3874,treatment,8.967597471570025
GENE_0193,3875,treatment,8.306883158383467
GENE_0193,3876,treatment,8.961331389677504
GENE_0193,3877,treatment,8.21566736325596
GENE_0193,3878,treatment,8.325597813680936
GENE_0193,3879,treatment,9.28023285045263
GENE_0194,3880,control,8.781082702676557
GENE_0194,3881,control,8.76612223991467
GENE_0194,3882,control,8.814511097488523
GENE_0194,3883,control,9.572540990396263
GENE_0194,3884,control,8.619597599394524
GENE_0194,3885,control,9.365781180310018
GENE_0194,3886,control,9.580354974689104
GENE_0194,3887,control,9.121054231179038
GENE_0194,3888,control,9.725124262115953
GENE_0194,3889,control,9.002218635620856
GENE_0194,3890,treatment,9.05196864829359
GENE_0194,3891,treatment,8.632103801717722
GENE_0194,3892,treatment,9.729036770031357
GENE_0194,3893,treatment,8.748002983001864
GENE_0194,3894,treatment,9.361963728583525
GENE_0194,3895,treatment,9.130365391920979
GENE_0194,3896,treatment,8.590558544128829
GENE_0194,3897,treatment,8.834582499737417
GENE_0194,3898,treatment,9.930168960312647
GENE_0194,3899,treatment,9.280500877289207
GENE_0195,3900,control,6.956950148401571
GENE_0195,3901,control,6.7086568729827905
GENE_0195,3902,control,8.68874511159409
GENE_0195,3903,control,6.94583770309804
GENE_0195,3904,control,6.57967592447329
GENE_0195,3905,control,7.570034945142697
GENE_0195,3906,control,5.776449698348725
GENE_0195,3907,control,6.840895676369394
GENE_0195,3908,control,7.88595526243438
GENE_0195,3909,control,6.725109983961925
GENE_0195,3910,treatment,5.835704015803347
GENE_0195,3911,treatment,6.571264709933962
GENE_0195,3912,treatment,7.589004512887261
GENE_0195,3913,treatment,6.9958578683362145
GENE_0195,3914,treatment,6.327648730127906
GENE_0195,3915,treatment,6.412136046411327
GENE_0195,3916,treatment,6.481184441227393
GENE_0195,3917,treatment,6.987678426589488
GENE_0195,3918,treatment,7.525027463476049
GENE_0195,3919,treatment,7.367852247399334
GENE_0196,3920,control,7.814810000499339
GENE_0196,3921,control,7.816851735834562
GENE_0196,3922,control,8.840503230198525
GENE_0196,3923,control,7.807205514667863
GENE_0196,3924,control,8.423152756943223
GENE_0196,3925,control,8.714497363933353
GENE_0196,3926,control,7.921537921081476
GENE_0196,3927,control,7.98387033463358
GENE_0196,3928,control,8.495448033018654
GENE_0196,3929,control,8.824222276669184
GENE_0196,3930,treatment,9.131049942258521
GENE_0196,3931,treatment,8.881094007654758
GENE_0196,3932,treatment,8.587725745776662
GENE_0196,3933,treatment,8.136807504074577
GENE_0196,3934,treatment,7.958215770816469
GENE_0196,3935,treatment,8.266232219949924
GENE_0196,3936,treatment,8.772679190270267
GENE_0196,3937,treatment,8.732357657175994
GENE_0196,3938,treatment,7.3922685263821375
GENE_0196,3939,treatment,8.115092252983828
GENE_0197,3940,control,9.488977338219664
GENE_0197,3941,control,8.666054159720746
GENE_0197,3942,control,10.741110711806371
GENE_0197,3943,control,9.429491109154267
GENE_0197,3944,control,9.656792739549761
GENE_0197,3945,control,9.665147677752211
GENE_0197,3946,control,9.243231555539285
GENE_0197,3947,control,9.04524353692562
GENE_0197,3948,control,10.612330303713655
GENE_0197,3949,control,9.99717229021715
GENE_0197,3950,treatment,9.89747452253716
GENE_0197,3951,treatment,9.762368117372404
GENE_0197,3952,treatment,8.89358449722846
GENE_0197,3953,treatment,10.148050667384538
GENE_0197,3954,treatment,8.981686100020925
GENE_0197,3955,treatment,9.601216800910242
GENE_0197,3956,treatment,8.543744613921874
GENE_0197,3957,treatment,8.322936694071252
GENE_0197,3958,treatment,9.6204692233866
GENE_0197,3959,treatment,9.000404464970188
GENE_0198,3960,control,5.910334141064164
GENE_0198,3961,control,6.779043338521206
GENE_0198,3962,control,6.377257056662306
GENE_0198,3963,control,5.471474077547152
GENE_0198,3964,control,5.617863833126592
GENE_0198,3965,control,6.101237355674424
GENE_0198,3966,control,6.230169325352471
GENE_0198,3967,control,5.4240542690891385
GENE_0198,3968,control,5.631796658091789
GENE_0198,3969,control,5.778337058163768
GENE_0198,3970,treatment,5.91763089059663
GENE_0198,3971,treatment,5.539806871337076
GENE_0198,3972,treatment,5.546952029655463
GENE_0198,3973,treatment,6.371906695808186
GENE_0198,3974,treatment,6.27823530078686
GENE_0198,3975,treatment,5.875574729833121
GENE_0198,3976,treatment,6.558508902955883
GENE_0198,3977,treatment,5.400453745218743
GENE_0198,3978,treatment,6.505634311189432
GENE_0198,3979,treatment,5.9113824083878255
GENE_0199,3980,control,11.269366286927145
GENE_0199,3981,control,11.54609145793797
GENE_0199,3982,control,12.15557015216781
GENE_0199,3983,control,12.143710075795953
GENE_0199,3984,control,12.997807787953768
GENE_0199,3985,control,11.557625270842765
GENE_0199,3986,control,12.422936531939145
GENE_0199,3987,control,12.564585999232605
GENE_0199,3988,control,12.312787654378864
GENE_0199,3989,control,11.396683358599132
GENE_0199,3990,treatment,12.699498689547317
GENE_0199,3991,treatment,12.601360058880985
GENE_0199,3992,treatment,12.255002832542216
GENE_0199,3993,treatment,12.037622574622432
GENE_0199,3994,treatment,12.049590752181912
GENE_0199,3995,treatment,11.881926660925851
GENE_0199,3996,treatment,12.277663170496462
GENE_0199,3997,treatment,11.942355515777246
GENE_0199,3998,treatment,11.458542610213556
GENE_0199,3999,treatment,11.348505942002333
GENE_0200,4000,control,7.219729229019448
GENE_0200,4001,control,7.082730785577885
GENE_0200,4002,control,7.2159955819260615
GENE_0200,4003,control,7.3730037190676105
GENE_0200,4004,control,6.7525299863629655
GENE_0200,4005,control,7.90366958820719
GENE_0200,4006,control,6.950315540741139
GENE_0200,4007,control,6.85917165398742
GENE_0200,4008,control,7.362868926150099
GENE_0200,4009,control,6.087475884310959
GENE_0200,4010,treatment,6.662762548269644
GENE_0200,4011,treatment,7.637146534897758
GENE_0200,4012,treatment,6.141974434633088
GENE_0200,4013,treatment,7.712222303930485
GENE_0200,4014,treatment,7.928681607114774
GENE_0200,4015,treatment,6.8943560598141875
GENE_0200,4016,treatment,7.25805351770172
GENE_0200,4017,treatment,7.713054392285314
GENE_0200,4018,treatment,6.840822442193313
GENE_0200,4019,treatment,7.57483303190665
GENE_0201,4020,control,6.931940184509945
GENE_0201,4021,control,6.754986390464459
GENE_0201,4022,control,7.383077405400336
GENE_0201,4023,control,7.831504424754247
GENE_0201,4024,control,7.0933593331787534
GENE_0201,4025,control,6.495434407891373
GENE_0201,4026,control,6.599132693585445
GENE_0201,4027,control,7.411651127596992
GENE_0201,4028,control,8.208885473210042
GENE_0201,4029,control,7.411170195466113
GENE_0201,4030,treatment,6.981828342985005
GENE_0201,4031,treatment,7.6160226276108505
GENE_0201,4032,treatment,7.062897196270484
GENE_0201,4033,treatment,6.9865645762928805
GENE_0201,4034,treatment,6.667468937710799
GENE_0201,4035,treatment,7.969268310178689
GENE_0201,4036,treatment,5.798057091220579
GENE_0201,4037,treatment,7.633444005996792
GENE_0201,4038,treatment,6.939561730054549
GENE_0201,4039,treatment,6.968934043544807
GENE_0202,4040,control,9.638006086631348
GENE_0202,4041,control,9.65674015262575
GENE_0202,4042,control,9.959061355935635
GENE_0202,4043,control,10.258394249538107
GENE_0202,4044,control,9.787757507080297
GENE_0202,4045,control,9.165155775546639
GENE_0202,4046,control,9.554644187856406
GENE_0202,4047,control,10.735511808396861
GENE_0202,4048,control,10.071905421365907
GENE_0202,4049,control,10.278876193378478
GENE_0202,4050,treatment,9.886996523396204
GENE_0202,4051,treatment,9.668054454446077
GENE_0202,4052,treatment,10.953441384772852
GENE_0202,4053,treatment,9.927272665963281
GENE_0202,4054,treatment,9.786924753601456
GENE_0202,4055,treatment,10.633656488836813
GENE_0202,4056,treatment,9.633479989964314
GENE_0202,4057,treatment,9.703678148265677
GENE_0202,4058,treatment,10.03641386355067
GENE_0202,4059,treatment,10.030926744589875
GENE_0203,4060,control,9.461951616651376
GENE_0203,4061,control,8.496470152977661
GENE_0203,4062,control,7.003603937970917
GENE_0203,4063,control,8.490998036371215
GENE_0203,4064,control,8.332367614453137
GENE_0203,4065,control,8.335431130877158
GENE_0203,4066,control,8.44680463765175
GENE_0203,4067,control,8.295760559262717
GENE_0203,4068,control,8.282596966303393
GENE_0203,4069,control,8.64870793285779
GENE_0203,4070,treatment,8.01338917902688
GENE_0203,4071,treatment,7.79030613288231
GENE_0203,4072,treatment,9.974613416426171
GENE_0203,4073,treatment,7.917812023404179
GENE_0203,4074,treatment,8.366612219336899
GENE_0203,4075,treatment,7.488920479502404
GENE_0203,4076,treatment,8.37559124576214
GENE_0203,4077,treatment,7.798259564604723
GENE_0203,4078,treatment,8.068173498916352
GENE_0203,4079,treatment,8.886319183657974
GENE_0204,4080,control,8.87903672056984
GENE_0204,4081,control,7.592248820938163
GENE_0204,4082,control,9.576703825459646
GENE_0204,4083,control,7.910876761035657
GENE_0204,4084,control,9.407119929915314
GENE_0204,4085,control,9.128260608343506
GENE_0204,4086,control,8.883944490035262
GENE_0204,4087,control,8.096169852554079
GENE_0204,4088,control,8.649785896704426
GENE_0204,4089,control,8.307404706199016
GENE_0204,4090,treatment,8.582383246381598
GENE_0204,4091,treatment,8.42898173955663
GENE_0204,4092,treatment,7.4451757034388635
GENE_0204,4093,treatment,9.183392765095212
GENE_0204,4094,treatment,8.52180254595154
GENE_0204,4095,treatment,8.299771262327457
GENE_0204,4096,treatment,8.258231503997315
GENE_0204,4097,treatment,8.76356424905541
GENE_0204,4098,treatment,8.074845495991728
GENE_0204,4099,treatment,7.326064924892965
GENE_0205,4100,control,8.774062412726183
GENE_0205,4101,control,8.378758260277232
GENE_0205,4102,control,7.857209182495426
GENE_0205,4103,control,8.537470311339037
GENE_0205,4104,control,7.683062961277457
GENE_0205,4105,control,7.923578935671718
GENE_0205,4106,control,8.075671898772642
GENE_0205,4107,control,8.952722252840287
GENE_0205,4108,control,8.289119741109626
GENE_0205,4109,control,8.242229237372877
GENE_0205,4110,treatment,9.563636647326117
GENE_0205,4111,treatment,8.682410137303723
GENE_0205,4112,treatment,8.675002744611085
GENE_0205,4113,treatment,8.285220353985105
GENE_0205,4114,treatment,8.160551346649703
GENE_0205,4115,treatment,7.286032221840498
GENE_0205,4116,treatment,9.021363056407887
GENE_0205,4117,treatment,8.73512610201594
GENE_0205,4118,treatment,8.390014467582553
GENE_0205,4119,treatment,8.41308107783999
GENE_0206,4120,control,8.028282574519347
GENE_0206,4121,control,8.558938382358672
GENE_0206,4122,control,8.258406540122374
GENE_0206,4123,control,9.857703220080976
GENE_0206,4124,control,9.36498365723258
GENE_0206,4125,control,7.671892162088815
GENE_0206,4126,control,8.050804220061279
GENE_0206,4127,control,8.810582994366648
GENE_0206,4128,control,8.623530998073432
GENE_0206,4129,control,8.154962900270977
GENE_0206,4130,treatment,9.952992345421034
GENE_0206,4131,treatment,9.055270067403685
GENE_0206,4132,treatment,9.144522092287966
GENE_0206,4133,treatment,8.502764892635547
GENE_0206,4134,treatment,9.280623895661167
GENE_0206,4135,treatment,8.674135096173158
GENE_0206,4136,treatment,8.72753436917414
GENE_0206,4137,treatment,9.219424192617158
GENE_0206,4138,treatment,7.9874244539301005
